id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
4011,10.1016-j.jallcom.2023.173000.txt,10.1016-j.jallcom.2023.173000.txt,FeCoCrMnNi,1,not specified,experimental,"vacuum arc remelting, Crucible: water-cooled copper, Atmosphere: high-purity Ar (99.999%), Electrode: non-consumable tungsten, Remelting cycles: 6",N/A,None,Intermetallic
4011,10.1016-j.jallcom.2023.173000.txt,10.1016-j.jallcom.2023.173000.txt,FeMnCoCrNi,1,not specified,experimental,"vacuum arc remelting, Crucible: water-cooled copper, Atmosphere: high-purity Ar (99.999%), Electrode: non-consumable tungsten, Remelting cycles: 6",N/A,None,Intermetallic
4011,10.1016-j.jallcom.2023.173000.txt,10.1016-j.jallcom.2023.173000.txt,FeMnNiCr,1,not specified,experimental,"vacuum arc remelting, Crucible: water-cooled copper, Atmosphere: high-purity Ar (99.999%), Electrode: non-consumable tungsten, Remelting cycles: 6",N/A,None,Intermetallic
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCrNi,1,FCC,experimental,"arc melting, Temperature: Not explicitly stated, Time: Each ingot flipped and re-melted 5 times, Pressure: 2.5 × 10−3 Pa filled with high purity Ar",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCrNiCo,2,FCC + HCP,experimental,"arc melting, Temperature: Not explicitly stated, Time: Each ingot flipped and re-melted 5 times, Pressure: 2.5 × 10−3 Pa filled with high purity Ar",N/A,None,Mixed Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCrCo,2,FCC + HCP,experimental,"arc melting, Temperature: Not explicitly stated, Time: Each ingot flipped and re-melted 5 times, Pressure: 2.5 × 10−3 Pa filled with high purity Ar",N/A,None,Mixed Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCoCr,2,FCC + HCP,experimental,"arc melting, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Mixed Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCoCr,2,FCC + HCP,experimental,"arc melting, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Mixed Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnNiCr,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnNiCr,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCrNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCoCr,2,FCC + HCP,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Mixed Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,FeMnCoCrNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,CrCoNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4012,10.1016-j.intermet.2022.107654.txt,10.1016-j.intermet.2022.107654.txt,CoCrFeNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not explicitly stated, Time: Not explicitly stated, Pressure: Not explicitly stated",N/A,None,Single Solid Solution
4013,10.1016-j.msea.2021.140739.txt,10.1016-j.msea.2021.140739.txt,CoCrFeMnNi,3,FCC + tetragonal or orthorhombic + Cr-rich σ-phase,experimental,"vacuum induction melting, Temperature: 1150, Time: 2 hours",N/A,None,Mixed Solution
4014,10.1016-j.intermet.2021.107298.txt,10.1016-j.intermet.2021.107298.txt,AlCoFeMnNi,3,BCC + FCC + AlCoFeMnNi,experimental,"arc melting, Temperature: 800, Time: 24 hours",N/A,Partially ordered structure (High Entropy Intermetallic),Mixed Solution
4015,10.1016-j.matlet.2022.132728.txt,10.1016-j.matlet.2022.132728.txt,AlCrCoFe,1,BCC,experimental,"laser remelting, Laser power: 800, Scanning speed: 5, Coatings dilution rate: 23.8",N/A,None,Single Solid Solution
4015,10.1016-j.matlet.2022.132728.txt,10.1016-j.matlet.2022.132728.txt,AlCrCoFe,1,BCC,experimental,"laser remelting, Laser power: 800, Scanning speed: 5, Coatings dilution rate: 23.8",N/A,None,Single Solid Solution
4015,10.1016-j.matlet.2022.132728.txt,10.1016-j.matlet.2022.132728.txt,AlCrCoFe,1,BCC,experimental,"laser remelting, Laser power: 800, Scanning speed: 5, Coatings dilution rate: 23.8",N/A,Increased Cr segregation and decreased uniformity,Single Solid Solution
4015,10.1016-j.matlet.2022.132728.txt,10.1016-j.matlet.2022.132728.txt,AlCrCoFe,1,BCC,experimental,"laser remelting, Laser power: 800, Scanning speed: 5, Coatings dilution rate: 23.8",N/A,Further increased Cr segregation and decreased uniformity,Single Solid Solution
4016,10.1016-j.intermet.2020.106769.txt,10.1016-j.intermet.2020.106769.txt,CoCrFeNiTa0.1,2,FCC + FCC and Laves Phases,Experimental,"vacuum arc melting, Temperature: 1400-1500°C, Cooling method: water-cooled copper crucible",N/A,None,Mixed Solution
4016,10.1016-j.intermet.2020.106769.txt,10.1016-j.intermet.2020.106769.txt,CoCrFeNiTa0.3,2,FCC + FCC and Laves Phases,Experimental,"vacuum arc melting, Temperature: 1400-1500°C, Cooling method: water-cooled copper crucible",N/A,None,Mixed Solution
4016,10.1016-j.intermet.2020.106769.txt,10.1016-j.intermet.2020.106769.txt,CoCrFeNiTa0.43,1,FCC and Laves Phases,Experimental,"vacuum arc melting, Temperature: 1400-1500°C, Cooling method: water-cooled copper crucible",N/A,None,Mixed Solution
4016,10.1016-j.intermet.2020.106769.txt,10.1016-j.intermet.2020.106769.txt,CoCrFeNiTa0.5,2,FCC and Laves Phases + HCP Laves,Experimental,"vacuum arc melting, Temperature: 1400-1500°C, Cooling method: water-cooled copper crucible",N/A,None,Mixed Solution
4016,10.1016-j.intermet.2020.106769.txt,10.1016-j.intermet.2020.106769.txt,CoCrFeNiTa0.7,2,FCC and Laves Phases + HCP Laves,Experimental,"vacuum arc melting, Temperature: 1400-1500°C, Cooling method: water-cooled copper crucible",N/A,None,Mixed Solution
4017,10.1016-j.isci.2023.106326.txt,10.1016-j.isci.2023.106326.txt,PtIrCuNiCr,1,FCC,experimental,"laser scanning ablation (LSA), Laser parameters: described in Table S1 and Figure S1, Salt precursors: mixed in ethanol with 0.01 M for each metallic element, Graphene substrate: salt precursors dropped onto graphene with a loading of ~0.1 ml/mg, Dispersion: precursors-loaded graphene dispersed in hexane with 0.5 mg/ml by magnetic stirring, Irradiation: solution irradiated under agitation with a pulse laser for 30 min",N/A,None,Single Solid Solution
4018,10.1016-j.ijplas.2023.103663.txt,10.1016-j.ijplas.2023.103663.txt,FeCrCoNi,3,BCC martensite + FCC + HCP martensite,experimental,"arc melting, drop-casting, homogenization, hot rolling, annealing, Temperatures: [1100, 700], Durations: ['2 hours', '0.5 hours', '48 hours'], Cooling rate: water quenching",N/A,None,Mixed Solution
4018,10.1016-j.ijplas.2023.103663.txt,10.1016-j.ijplas.2023.103663.txt,FeCrCoNi,3,BCC martensite + FCC + HCP martensite,experimental,"arc melting, drop-casting, homogenization, hot rolling, annealing, Temperatures: [1100, 700], Durations: ['2 hours', '0.5 hours', '48 hours'], Cooling rate: water quenching",N/A,None,Mixed Solution
4019,10.1016-j.jmst.2020.02.048.txt,10.1016-j.jmst.2020.02.048.txt,Fe50Mn30Co10Cr10,2,FCC + HCP,experimental,"arc melting, Temperature: approximately 1300-1400°C, Time: not explicitly stated",N/A,No partial ordering observed,Mixed Solution
4019,10.1016-j.jmst.2020.02.048.txt,10.1016-j.jmst.2020.02.048.txt,Fe40Mn40Co10Cr10,2,FCC + HCP,experimental,"arc melting, Temperature: approximately 1300-1400°C, Time: not explicitly stated",N/A,No partial ordering observed,Mixed Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNi,1,FCC,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,None,Single Solid Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNiSi0.1,2,B2 + FCC,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,Partially ordered BCC1 (B2) phase,Mixed Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNiSi0.2,3,B2 + FCC + L21,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,Partially ordered BCC1 (B2) and BCC2 (L21) phases,Mixed Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNiSi0.3,3,B2 + FCC + L21,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,Partially ordered BCC1 (B2) and BCC2 (L21) phases,Mixed Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNiSi0.4,3,B2 + FCC + L21,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,Partially ordered BCC1 (B2) and BCC2 (L21) phases,Mixed Solution
4020,10.1016-j.msea.2022.142983.txt,10.1016-j.msea.2022.142983.txt,Al0.3CoCrFeNiSi0.5,3,B2 + FCC + L21,experimental,"arc vacuum melting, Temperature: not specified, Pressure: high purity argon atmosphere, under Ti-gettered conditions, Time: samples melted at least three times",N/A,Partially ordered BCC1 (B2) and BCC2 (L21) phases,Mixed Solution
4021,10.1016-j.matchar.2023.112865.txt,10.1016-j.matchar.2023.112865.txt,Cu41.2Ni29.7Si15.6Al13.5,3,FCC + cubic + tetragonal,experimental,"suction casting, Cooling rate: fast, Elements: high-purity (>99.9%)",N/A,Partially ordered structure with intermetallic compounds Cu3Si and Ni2Si,Mixed Solution
4021,10.1016-j.matchar.2023.112865.txt,10.1016-j.matchar.2023.112865.txt,AlCoCrFeNi2.1,2,BCC B2 + FCC,experimental,"arc melting, Temperature: 1600, Time: 30 minutes",N/A,None,Mixed Solution
4021,10.1016-j.matchar.2023.112865.txt,10.1016-j.matchar.2023.112865.txt,CoCrFeNiNbx,2,FCC + Laves phase,experimental,"arc melting, Temperature: 1550, Time: 45 minutes",N/A,None,Mixed Solution
4021,10.1016-j.matchar.2023.112865.txt,10.1016-j.matchar.2023.112865.txt,CrFeNi2Al,2,BCC B2 + FCC,experimental,"arc melting, Temperature: 1550, Time: 45 minutes",N/A,None,Mixed Solution
4022,10.1016-j.jallcom.2023.172091.txt,10.1016-j.jallcom.2023.172091.txt,AlCoCrFeNi,4,BCC + BCC B2 + FCC + tetragonal (Intermetallic),experimental,"arc melting, Temperature: [600, 850, 1100], Time: 10 hours, Cooling: quenched in water",N/A,None,Mixed Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,FeCoCrNi,3,"FCC + Not applicable Amorphous + Si, O",experimental,"additive manufacturing (L-PBF), Laser power: 250, Scanning speed: 600, Hatching space: 0.08, Layer thickness: 0.03",N/A,Hybrid crystal-amorphous precipitates present,Mixed Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,Al0.5CoCrFeNi,2,BCC + FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,AlCrCuFeNi,2,BCC + FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,Fe50Mn30Co10Cr10,2,BCC + FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0.103,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0.155,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0.206,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0.309,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4023,10.1016-j.matdes.2024.112676.txt,10.1016-j.matdes.2024.112676.txt,CoCrFeNiNb_0.412,1,FCC,experimental,"arc melting or additive manufacturing, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4024,10.1016-j.msea.2023.145413.txt,10.1016-j.msea.2023.145413.txt,AlCrFeCoNi,4,BCC + FCC + Ni3Al + CrFeCo,experimental,"arc melting, Temperature: Not specified in the provided text, Time: Not specified in the provided text",N/A,Partially ordered structures present as high entropy intermetallics,Mixed Solution
4026,10.1016-j.ceramint.2023.09.073.txt,10.1016-j.ceramint.2023.09.073.txt,TiZrNbV,1,solid solution,experimental,"vacuum arc melting (VAR), Temperature: 1750, Time: 4 minutes",N/A,No specific thermo-mechanical post-processing mentioned,Intermetallic
4027,10.1016-j.jmrt.2023.07.003.txt,10.1016-j.jmrt.2023.07.003.txt,Hf0.5Nb0.5Ta0.5Ti1.5Zr,1,BCC,experimental,"arc melting, Raw materials: Pure metals (purity >99.9 wt.%) of Hf, Nb, Ta, Ti, and Zr, Atmosphere: High-purity argon, Initial evacuation: Chamber evacuated to ∼5 × 10−2 Pa, Backfilling and evacuation: Repeated twice with pure Ar to dilute residual air, then backfilled to ∼5 × 104 Pa, Melting process: Small piece of pure Ti melted first to remove residual air. Ingots were remelted and flipped seven times for homogeneity., Mold dimensions: 3 × 10 × 60 mm3",N/A,None,Single Solid Solution
4028,10.1016-j.jallcom.2022.165173.txt,10.1016-j.jallcom.2022.165173.txt,AlCoCrFeNi,2,BCC B2 + FCC,theoretical,"CALPHAD, Database: TCHEA4, Software: Thermo-Calc, Temperature: 1100",N/A,None,Mixed Solution
4028,10.1016-j.jallcom.2022.165173.txt,10.1016-j.jallcom.2022.165173.txt,AlCoCrCuFeNi,2,BCC B2 + FCC,experimental,"arc melting, Temperature: 1550, Time: 45 minutes",N/A,None,Mixed Solution
4029,10.1016-j.mtla.2020.100619.txt,10.1016-j.mtla.2020.100619.txt,CoCrFeNi,2,BCC martensite + FCC,experimental,"vacuum induction furnace, Temperature: 1100, Time: 6 hours, Cooling method: water quenching, Cold rolling reduction: ~79%, Annealing temperature: 800, Annealing time: 10 minutes",N/A,Deformation-induced phase transformation,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,NbTiZr,1,BCC,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,CrNbTiZr,3,BCC + FCC + C15 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiVZr,5,BCC + BCC B2 + HCP + C14 Laves phase + B2 phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlTiZr,1,unknown (solid solution),experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Intermetallic
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlTiZr,1,unknown (solid solution),experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Intermetallic
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,MoNbReTaW,3,BCC + FCC + Fcc multicomponent carbide,experimental,"Not specified, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4030,10.1016-j.mtla.2021.101057.txt,10.1016-j.mtla.2021.101057.txt,AlCrNbTiZr,3,BCC + HCP + C14 Laves phase,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,Partially ordered B2 phase,Mixed Solution
4031,10.1016-j.matchar.2022.112265.txt,10.1016-j.matchar.2022.112265.txt,NbTaTiZr,2,BCC + varies,experimental,"arc melting, Temperature: 1473, Time: 120 minutes, Cooling rate: water-quenched",N/A,Hydrogen embrittlement,Mixed Solution
4032,10.1016-j.corsci.2021.109861.txt,10.1016-j.corsci.2021.109861.txt,TaMoCrTiAl,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 20 hours, Cooling rate: 250 K/h",N/A,None,Single Solid Solution
4032,10.1016-j.corsci.2021.109861.txt,10.1016-j.corsci.2021.109861.txt,Ta5MoCrTiAl,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 20 hours, Cooling rate: 250 K/h",N/A,None,Single Solid Solution
4032,10.1016-j.corsci.2021.109861.txt,10.1016-j.corsci.2021.109861.txt,Ta10MoCrTiAl,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 20 hours, Cooling rate: 250 K/h",N/A,None,Single Solid Solution
4032,10.1016-j.corsci.2021.109861.txt,10.1016-j.corsci.2021.109861.txt,Ta15MoCrTiAl,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 20 hours, Cooling rate: 250 K/h",N/A,None,Single Solid Solution
4032,10.1016-j.corsci.2021.109861.txt,10.1016-j.corsci.2021.109861.txt,Ta20MoCrTiAl,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 20 hours, Cooling rate: 250 K/h",N/A,None,Single Solid Solution
4033,10.1016-j.jallcom.2021.163483.txt,10.1016-j.jallcom.2021.163483.txt,CoCrFeMnNi,1,FCC,experimental,"arc melting, Temperature: 1100, Time: 20 hours",N/A,None,Single Solid Solution
4033,10.1016-j.jallcom.2021.163483.txt,10.1016-j.jallcom.2021.163483.txt,CoCrFeMnNiN,2,FCC + Cr2N,experimental,"arc melting, Temperature: 1100, Time: 20 hours",N/A,None,Mixed Solution
4033,10.1016-j.jallcom.2021.163483.txt,10.1016-j.jallcom.2021.163483.txt,CoCrFeMnNiN3,2,FCC + Cr2N,experimental,"arc melting, Temperature: 1100, Time: 20 hours",N/A,None,Mixed Solution
4034,10.1016-j.jallcom.2022.168089.txt,10.1016-j.jallcom.2022.168089.txt,TiVMo,1,BCC,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
4034,10.1016-j.jallcom.2022.168089.txt,10.1016-j.jallcom.2022.168089.txt,TiZrMo,2,BCC + cubic Laves,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4034,10.1016-j.jallcom.2022.168089.txt,10.1016-j.jallcom.2022.168089.txt,TiVZrMo,2,BCC + cubic Laves,experimental,"vacuum arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Mixed Solution
4035,10.1016-j.msea.2018.02.031.txt,10.1016-j.msea.2018.02.031.txt,CoCrFeMnNi,1,FCC,experimental,"vacuum induction melting (VIM), Pure elements: ['Co', 'Cr', 'Fe', 'Mn', 'Ni'], Purity: > 99.9%, Homogenization heat treatment: 1100 °C for 6 hours, Cold rolling: reduction ratio of 38% (from 7.0 to 4.3 mm), Annealing: 800 °C for 1 hour, followed by water quenching",N/A,None,Single Solid Solution
4036,10.1016-j.surfcoat.2019.124950.txt,10.1016-j.surfcoat.2019.124950.txt,FeCoCrNi2Al,4,BCC + FCC + corundum (trigonal) + Al2O3,Experimental,"HVOF thermal spraying, Starting material: Elemental powders of Fe, Co, Cr, Ni, Al with purity greater than 99.5%, Particle size: Average particle size of 45 μm, Milling: 300 rpm, BPR of 10:1 for 2 hours, Toluene as process control agent, Drying: 100°C in argon atmosphere for 1 hour, Compaction: 50 MPa, Pyrolysis: 1100°C for 1 hour in argon atmosphere, furnace cooling, Crushing and sieving: Mechanically crushed and sieved, Spray drying: 6 wt% polyvinyl alcohol, 16% added to 75 vol% distilled water and 25 vol% particles, inlet air temp. 220°C, flow rate 3 ml/min, atomization pressure 2 bar, nozzle dia 1 mm, vacuum pressure -80 mm of WC, Hvof spraying: Steel substrate (SS 304), spraying conditions in Table 2",N/A,No thermo-mechanical post-processing mentioned,Mixed Solution
4038,10.1016-j.jallcom.2019.153163.txt,10.1016-j.jallcom.2019.153163.txt,AlCoCrFeNi,3,BCC + FCC + Al-rich particles,experimental,"arc melting and forging, Temperature: 1150, Time: 12 hours, Cooling: furnace cooling",N/A,No partially ordered structure or high entropy intermetallic compound identified in the initial state before oxidation.,Mixed Solution
4039,10.1016-j.scriptamat.2023.115543.txt,10.1016-j.scriptamat.2023.115543.txt,CoCrFeNiTa0.395,2,BCC + Not explicitly stated,combination,"not explicitly stated, Temperature-strain rate combinations: generated using trained models","machine learning models (Random Forest Regressor, K Nearest Neighbors, Extra Tree Regressor, Artificial Neural Network), Training data: flow curves, Testing r2 fit score: >0.99","Secondary intermetallic phases present as precipitates, inferred from micrography",Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,AlCoCrNiW,3,"FCC + complex, typically orthorhombic or tetragonal (Intermetallic) + (Co,Cr)30(Ni,Al)26.5W3.6",Experimental,"arc melting, Temperature: >1500°C, Atmosphere: high-purity argon",N/A,Partially ordered σ phase present,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeMnNi,1,FCC,Experimental,not specified,N/A,None,Single Solid Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeMn,1,FCC,Experimental,not specified,N/A,None,Single Solid Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,AlCrFeMnNi,3,FCC + L12 structure (Intermetallic) + (FeNi)67Cr15Mn10Al8 (γ′ phase),Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,AlCrFeMnNiTi,3,FCC + L12 structure (Intermetallic) + (FeNi)67Cr15Mn10Al3Ti5 (γ′ phase),Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,AlCrCoFeNiTi,3,FCC + L12 structure (Intermetallic) + (FeCoNiCr)94Ti2Al4 (γ′ phase),Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,AlCrCoFeNiTi,3,FCC + HCP + SiC,Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeNiMo,1,FCC,Experimental,not specified,N/A,None,Single Solid Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeFeMnNi,2,FCC + HCP,Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeFeMnNi,2,FCC + HCP,Experimental,not specified,N/A,None,Mixed Solution
4041,10.1016-j.intermet.2020.106813.txt,10.1016-j.intermet.2020.106813.txt,CoCrFeNiMo,1,FCC,Experimental,not specified,N/A,None,Single Solid Solution
4042,10.1016-j.triboint.2022.107767.txt,10.1016-j.triboint.2022.107767.txt,CoCrCuFeNiTix,5,FCC + HCP + not specified + Cu2Ti + Ti-rich phase,experimental,"laser cladding, Laser: 3-kW fiber laser, Spot diameter: 1.8",N/A,No thermo-mechanical post-processing mentioned,Mixed Solution
4043,10.1016-j.jallcom.2023.169570.txt,10.1016-j.jallcom.2023.169570.txt,CoCrFeNiCuNb,1,FCC,Experimental,"arc melting, Temperature: not explicitly stated, typically 1500-2000°C, Time: each ingot was remelted five times, Atmosphere: argon (Ar)",N/A,None,Mixed Solution
4043,10.1016-j.jallcom.2023.169570.txt,10.1016-j.jallcom.2023.169570.txt,CoCrFeNiCuNb,1,FCC,Experimental,"arc melting, Temperature: not explicitly stated, typically 1500-2000°C, Time: each ingot was remelted five times, Atmosphere: argon (Ar)",N/A,None,Mixed Solution
4044,10.1016-j.nme.2023.101510.txt,10.1016-j.nme.2023.101510.txt,CoCrFeMnNi,1,face-centred cubic,experimental,"arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Intermetallic
4044,10.1016-j.nme.2023.101510.txt,10.1016-j.nme.2023.101510.txt,NbCrFeMnNi,2,HCP + face-centred cubic,experimental,"spark plasma sintering, Temperature: 1150, Time: Not specified, Pressure: Vacuum",N/A,None,Mixed Solution
